title,domain,url,description,published_at
Read the Mueller Report: Full Document,nytimes.com,https://www.nytimes.com/interactive/2019/04/18/us/politics/mueller-report-document.html,"The findings from the special counsel, Robert S. Mueller III, are now available to the public. The redacted report details his two-year investigation into Russian interference in the 2016 presidential election. ( nytimes.com )",2019-04-18T23:30:02Z
What you thought of Trump before Mueller is likely your opinion now,chicagotribune.com,https://www.chicagotribune.com/news/opinion/editorials/ct-edit-trump-mueller-report-obstruction-20190418-story.html,"Special counsel Robert Mueller’s report on the Russia investigation, released Thursday, lays out in anecdotes and legal analysis what U.S. Attorney General William Barr telegraphed in his March summary: There was no collusion with the Russians by candidate Do…",2019-04-18T23:30:00Z
CNN’s Toobin Swipes at ‘Fox News Fantasy’ on Russia Investigation,mediaite.com,https://www.mediaite.com/tv/cnns-toobin-swipes-at-fox-news-fantasy-on-russia-investigation/,CNN's Jeffrey Toobin swiped at Fox News tonight in talking about the post-Mueller-report calls for an investigation into the investigation itself.,2019-04-18T23:29:54Z
This Week in Statehouse Action: Session Is Coming edition,dailykos.com,https://www.dailykos.com/story/2019/4/18/1850812/-This-Week-in-Statehouse-Action-Session-Is-Coming-edition,"So the Mueller report dropped and … LOL j/k that’s not why you’re reading this. Yes, of course, we all know the Muller report dropped today. But other stuff is going on, too. Especially at the state level. And let’s be real—the state stuff is going to have mo…",2019-04-18T23:29:03Z
What we just learned about the 2016 campaign from the redacted Mueller report,washingtonpost.com,https://www.washingtonpost.com/politics/what-we-just-learned-about-the-2016-campaign-from-the-redacted-mueller-report/2019/04/18/89594d0a-7887-485f-a954-d7d151d64260_story.html,Walking through new details about the Trump campaign.,2019-04-18T23:28:20Z
The Atlantic Daily: Punting on the Obstruction Question,theatlantic.com,https://www.theatlantic.com/newsletters/archive/2019/04/mueller-report-georgetown-university-reparations-the-atlantic-daily/587461/,"A case for the Mueller report as a referral for Congress to take up impeachment proceedings. Plus: Georgetown students vote on reparations, the pleasure of repeating activities, and more",2019-04-18T23:28:19Z
Don’t write off Trump in 2020 — even an unpopular president can turn out his base,alternet.org,https://www.alternet.org/2019/04/dont-write-off-trump-in-2020-even-an-unpopular-president-can-turn-out-his-base/,"While the nation reads through the highly redacted Mueller Report, here’s something else to ponder from Philip Bump of the Washington Post: “Shortly before the election, we looked at two conflicting metrics that suggested very…",2019-04-18T23:27:59Z
Industrial Stocks to the Rescue,investopedia.com,https://www.investopedia.com/industrial-stocks-to-the-rescue-4685014,Industrial stocks surprised to the upside as investors considered the implications of the Mueller report. Watch the dollar for signs of bearishness.,2019-04-18T23:27:37Z
Mueller report says WikiLeaks pushed Seth Rich conspiracies,thehill.com,https://thehill.com/policy/national-security/439652-mueller-report-squashes-seth-rich-conspiracy-theory,"Special counsel Robert Mueller's report said WikiLeaks pushed conspiracies about slain Democratic National Committee (DNC) staffer Seth Rich to obfuscate the source of the hacked DNC emails it published in 2016.""As reports attributing the DNC and [...",2019-04-18T23:27:36Z
Overnight Defense: Pentagon confirms North Korea weapons test | Air Force Academy no longer allowing transgender students to enroll | Trump officials clash over arms control report,thehill.com,https://thehill.com/policy/defense/overnights/439653-overnight-defense-pentagon-confirms-north-korea-weapons-test-air,"Happy Thursday and welcome to Overnight Defense. I'm Ellen Mitchell, and here's your nightly guide to the latest developments at the Pentagon, on Capitol Hill and beyond....",2019-04-18T23:27:05Z
‘Biased’: California Politicians Denounce Attorney General’s Handling of Mueller Report Release,kqed.org,https://www.kqed.org/news/11741320/biased-california-politicians-denounce-attorney-generals-handling-of-mueller-report-release,"Contra Costa County Rep. Mark DeSaulnier said Barr’s defense of the executive branch reminded him of John Mitchell, President Richard Nixon’s attorney general, who served prison time for his actions in the Watergate scandal.",2019-04-18T23:26:53Z
The total redactions in the Mueller report amount to between 6% and 12% of the 448-page document,businessinsider.com.au,https://www.businessinsider.com.au/mueller-report-russia-investigation-redactions-how-much-2019-4,"There are some varying estimates of how much text in the special counsel Robert Mueller's final report on the Russia investigation is redacted. Of the 448 pages that comprise the document, roughly 6% of the text was redacted, according to the investigative jo…",2019-04-18T23:26:51Z
The total redactions in the Mueller report amount to between 6% and 12% of the 448-page document,businessinsider.com,https://www.businessinsider.com/mueller-report-russia-investigation-redactions-how-much-2019-4,"There are some varying estimates of how much text in the special counsel Robert Mueller's final report on the Russia investigation is redacted. Of the 448 pages that comprise the document, roughly 6% of the text was redacted, according to the investigative jo…",2019-04-18T23:26:51Z
"Republican Group Will Run Ad on Fox News Urging GOP to Hold Trump Accountable: 'No Exoneration, Definitely Obstruction'",newsweek.com,https://www.newsweek.com/republican-group-will-run-ad-fox-news-urging-gop-hold-trump-accountable-no-1400970,"“This is not the end of the Mueller investigation, this is just the beginning. It looks like the Mueller report really is a road map for Congress,"" Sarah Longwell, executive director of Republicans for the Rule of Law, tells Newsweek.",2019-04-18T23:26:22Z
Mueller report details Trump's efforts to halt probe,yahoo.com,https://news.yahoo.com/mueller-report-details-trumps-efforts-halt-probe-232604857.html,"Donald Trump's lawyers and advisers repeatedly rebuffed attempts by the president to halt Robert Mueller's investigation, according to the special counsel's report published on Thursday. On one occasion, White House counsel Don McGahn even prepared a resignat…",2019-04-18T23:26:04Z
Barr defends Trump ahead of release of Mueller report,startribune.com,http://www.startribune.com/barr-defends-trump-ahead-of-release-of-mueller-report/508778352/,"Follow the StarTribune for the news, photos and videos from the Twin Cities and beyond.",2019-04-18T23:26:00Z
Mueller discovered new ways Russia attempted to interfere in the 2016 election,cnn.com,https://www.cnn.com/2019/04/18/politics/russian-hacking-mueller-report/index.html,"While Washington debates how damaging the Mueller report is for President Donald Trump, there is no doubt about its verdict that Russia interfered in the 2016 presidential election in a ""sweeping and systematic fashion.""",2019-04-18T23:25:45Z
'A good day': Trump claims victory with Mueller report out,kron4.com,https://www.kron4.com/news/national/a-good-day-trump-claims-victory-with-mueller-report-out/1937344269,"For nearly two years, President Donald Trump and his allies sought to undermine special counsel Robert Mueller’s Russia probe, attacking investigators’ credibility and playing down their findings. As a redacted version of Mueller’s report was finally released…",2019-04-18T23:25:44Z
Mueller Inquisition: 'Collusion' pushers must pay,wnd.com,https://www.wnd.com/2019/04/mueller-inquisition-collusion-pushers-must-pay/,"One among many, former CIA head honcho John Brennan had famously asserted that President Trump was “treasonous” and “in the pocket of Putin.” It was “beyond a shadow of a doubt [that Trump] sought to … collude with the Russian government … to undermine and in…",2019-04-18T23:25:40Z
Swalwell Calls on Barr to Resign: ‘He’s Lost the Credibility of the American People’,freebeacon.com,https://freebeacon.com/politics/swalwell-calls-on-barr-to-resign-hes-lost-the-credibility-of-the-american-people/,The post Swalwell Calls on Barr to Resign: ‘He’s Lost the Credibility of the American People’ appeared first on Washington Free Beacon.,2019-04-18T19:55:20Z
Trump Did Disastrous Lester Holt Interview Because He Didn’t Trust His Own Staff,thedailybeast.com,https://www.thedailybeast.com/trump-did-disastrous-lester-holt-interview-because-he-didnt-trust-his-own-staff,"President Trump only sat down for a disastrous May 2017 interview with NBC because he did not trust his own communications staff, the Mueller report reveals. Two days after firing FBI Director James Comey, Trump sat down for an interview with NBC Nightly News…",2019-04-18T19:55:19Z
The Mueller Report Is Much Worse for Trump Than Barr Let On (Garrett M. Graff/Wired),memeorandum.com,https://www.memeorandum.com/190418/p60,"Garrett M. Graff / Wired : The Mueller Report Is Much Worse for Trump Than Barr Let On — IF PRESIDENT DONALD Trump isn't guilty of obstruction of justice, who ever could be? Special counsel Robert Mueller's 448-page report, made public Thursday in redacted fo…",2019-04-18T19:55:01Z
Mueller’s report makes a mockery of Trump’s claim to ‘total exoneration’,latimes.com,https://www.latimes.com/opinion/editorials/la-ed-mueller-report-william-barr-obstruction-impeachment-20190418-story.html,"President Trump has repeatedly crowed that Special Counsel Robert S. Mueller III’s report is a “total exoneration.” After its release Thursday morning, he tweeted: “No collusion. No obstruction. For the haters and the radical left Democrats — Game Over.” But …",2019-04-18T19:55:00Z
Nadler: Mueller Report ‘Outlines Disturbing Evidence’ That Trump ‘Engaged in Obstruction of Justice’,breitbart.com,https://www.breitbart.com/clips/2019/04/18/nadler-mueller-report-outlines-disturbing-evidence-that-trump-engaged-in-obstruction-of-justice/,"During a press conference on Thursday, House Judiciary Committee Chairman Jerry Nadler (D-NY) accused Attorney General William Barr of being “misleading” and stated that the Mueller report lays out “disturbing evidence that President Trump engaged in obstruct…",2019-04-18T19:54:38Z
Karl Rove says it's a 'mistake' for Democrats to pursue obstruction concerns in Mueller report - Fox News,foxnews.com,https://www.foxnews.com/politics/karl-rove-says-its-a-mistake-for-democrats-to-pursue-obstruction-concerns-in-mueller-report,Karl Rove says it's a 'mistake' for Democrats to pursue obstruction concerns in Mueller report Fox News Fox News runs full-page ad in Washington Post to tout viewership for Sanders town hall | TheHill The Hill Trump's Fox News love fest hits a rough patch POL…,2019-04-18T19:53:21Z
